"Step","rl_config.agent: baseline_delay - traffic/slice_0_rate","rl_config.agent: baseline_delay - traffic/slice_0_rate__MIN","rl_config.agent: baseline_delay - traffic/slice_0_rate__MAX","rl_config.agent: sac - traffic/slice_0_rate","rl_config.agent: sac - traffic/slice_0_rate__MIN","rl_config.agent: sac - traffic/slice_0_rate__MAX","rl_config.agent: cql - traffic/slice_0_rate","rl_config.agent: cql - traffic/slice_0_rate__MIN","rl_config.agent: cql - traffic/slice_0_rate__MAX","rl_config.agent: baseline - traffic/slice_0_rate","rl_config.agent: baseline - traffic/slice_0_rate__MIN","rl_config.agent: baseline - traffic/slice_0_rate__MAX"
"174","25.605199999999996","0.448","43.36","26.9152","11.64","42.888","26.6344","11.64","42.895999999999994","26.928799999999995","10.72","42.88"
"175","29.450800000000005","11.511999999999999","46.224000000000004","26.390800000000002","11.511999999999999","41.736000000000004","26.4652","11.511999999999999","42.312","26.626800000000003","10.264","42.984"
"176","26.658400000000007","9.696000000000002","44.480000000000004","26.384800000000002","9.816","44.704","26.3444","9.816","44.12799999999999","26.597199999999997","10.368","44.936"
"177","25.232800000000005","9.336","40.832","24.8872","9.336","39.232","24.5796","9.336","39.903999999999996","24.8524","9.224","39.568"
"178","24.41","0.336","40.024","25.036399999999993","10.376000000000001","39.912000000000006","24.903599999999994","10.376000000000001","39.688","25.368000000000002","11.176","40.480000000000004"
"179","28.537599999999998","11.744000000000002","42.88799999999999","26.631600000000002","11.52","41.48","26.4844","11.52","41.75199999999999","26.540800000000008","10.936","41.943999999999996"
"180","27.7828","11.280000000000001","46.544","25.986400000000003","11.512","42.895999999999994","25.758400000000005","11.512","42.55199999999999","26.6928","9.68","43.12"
"181","23.6152","0.112","42.664","25.954799999999995","10.831999999999999","41.4","25.8476","10.831999999999999","41.983999999999995","25.662","9.688000000000002","41.744"
"182","24.1404","11.512","42.30400000000001","26.584400000000006","11.52","42.30400000000001","26.541999999999994","11.632000000000001","42.080000000000005","27.23","11.064","41.95199999999999"
"183","27.7536","9.92","46.208000000000006","25.774","9.808","45.047999999999995","25.340799999999998","9.808","45.047999999999995","25.984400000000004","10.376000000000001","43.903999999999996"
"184","28.310400000000005","0.448","46.656","25.720800000000008","11.624","40.696000000000005","25.990000000000002","11.624","40.696000000000005","25.928400000000003","9.8","41.623999999999995"
"185","26.84680000000001","10.607999999999999","41.263999999999996","26.096400000000006","11.280000000000001","41.263999999999996","25.8396","11.280000000000001","41.376","26.339199999999998","9.808","42.656000000000006"
"186","24.8996","0.336","46.903999999999996","27.2084","12.08","42.080000000000005","27.340000000000003","12.08","42.296","27.0028","10.152","42.416000000000004"
"187","23.768399999999996","0.784","41.952","26.297199999999997","12.32","41.952","26.18840000000001","12.424","41.952","26.906799999999997","11.744","41.728"
"188","27.6236","10.495999999999999","51.368","25.9808","10.495999999999999","40.38399999999999","25.533199999999994","10.495999999999999","39.440000000000005","25.768400000000003","10.152","43.559999999999995"
"189","27.576000000000004","1.576","42.32799999999999","25.966","10.600000000000001","39.68","25.723600000000005","10.600000000000001","39.92","26.136000000000003","10.831999999999999","43.343999999999994"
"190","28.417600000000004","11.408000000000001","42.08800000000001","25.75879999999999","11.056000000000001","40.512","25.919999999999998","11.056000000000001","40.023999999999994","25.774","10.040000000000001","41.168000000000006"
"191","27.4988","1.3440000000000003","51.815999999999995","27.562799999999992","12.424","42.087999999999994","27.208800000000004","12.424","41.736","27.012","10.248000000000001","43.096000000000004"
"192","24.068400000000004","1.2320000000000002","42.184","26.1492","11.632","42.51199999999999","25.8924","11.632","40.248","26.974","11.623999999999999","42.656000000000006"
"193","24.0944","10.488","41.312000000000005","25.57","10.488","41.280000000000015","25.2288","10.488","39.91200000000001","25.5948","10.496","41.16"
"194","28.1396","10.719999999999999","41.272","25.4352","10.376","41.4","25.6248","10.376","41.03999999999999","25.571199999999997","9.680000000000001","42.63999999999999"
"195","29.0276","11.288","42.072","26.618800000000004","11.512","42.192","26.381600000000002","11.512","42.072","26.082400000000007","10.032","42.192"
"196","25.6364","12.096","42.29600000000001","26.290399999999995","11.064","41.4","26.2152","11.064","41.175999999999995","27.163600000000002","11.984000000000002","42.424"
"197","24.7668","12.784","43.112","27.741200000000003","13.111999999999998","43","27.6396","13.111999999999998","43.464","27.543599999999998","9.911999999999999","42.88"
"198","23.9868","2.6960000000000006","44.480000000000004","26.968000000000007","12.208","44.248","27.2568","12.32","44.136","27.677999999999997","12.191999999999998","43.8"
